indel_type	indelvar	acmg_points	bin
deletion	0.052	-2	BP4_-2
deletion	0.089	-2	BP4_-2
deletion	0.088	-2	BP4_-2
deletion	0.077	-2	BP4_-2
deletion	0.066	-2	BP4_-2
deletion	0.088	-2	BP4_-2
deletion	0.078	-2	BP4_-2
deletion	0.962	3	PP3_+3
deletion	0.562	0	No-evidence
deletion	0.085	-2	BP4_-2
deletion	0.948	2	PP3_+2
deletion	0.716	0	No-evidence
deletion	0.666	0	No-evidence
deletion	0.236	-2	BP4_-2
deletion	0.856	1	PP3_+1
deletion	0.203	-2	BP4_-2
deletion	0.014	-4	BP4_-4
deletion	0.09	-2	BP4_-2
deletion	0.963	3	PP3_+3
deletion	0.525	0	No-evidence
deletion	0.85	1	PP3_+1
deletion	0.193	-2	BP4_-2
deletion	0.936	2	PP3_+2
deletion	0.105	-2	BP4_-2
deletion	0.058	-2	BP4_-2
deletion	0.209	-2	BP4_-2
deletion	0.506	0	No-evidence
deletion	0.071	-2	BP4_-2
deletion	0.039	-3	BP4_-3
deletion	0.088	-2	BP4_-2
deletion	0.16	-2	BP4_-2
deletion	0.96	3	PP3_+3
deletion	0.157	-2	BP4_-2
deletion	0.55	0	No-evidence
deletion	0.551	0	No-evidence
deletion	0.993	3	PP3_+3
deletion	0.127	-2	BP4_-2
deletion	0.034	-3	BP4_-3
deletion	0.013	-4	BP4_-4
deletion	0.057	-2	BP4_-2
deletion	0.152	-2	BP4_-2
deletion	0.067	-2	BP4_-2
deletion	0.73	1	PP3_+1
deletion	0.473	0	No-evidence
deletion	0.951	2	PP3_+2
deletion	0.458	0	No-evidence
deletion	0.617	0	No-evidence
deletion	0.574	0	No-evidence
deletion	0.109	-2	BP4_-2
deletion	0.883	1	PP3_+1
deletion	0.478	0	No-evidence
deletion	0.887	1	PP3_+1
deletion	0.114	-2	BP4_-2
deletion	0.959	3	PP3_+3
deletion	0.968	3	PP3_+3
deletion	0.981	3	PP3_+3
deletion	0.472	0	No-evidence
deletion	0.253	-2	BP4_-2
deletion	0.244	-2	BP4_-2
deletion	0.291	-1	BP4_-1
deletion	0.22	-2	BP4_-2
deletion	0.226	-2	BP4_-2
deletion	0.081	-2	BP4_-2
deletion	0.195	-2	BP4_-2
deletion	0.161	-2	BP4_-2
deletion	0.153	-2	BP4_-2
deletion	0.179	-2	BP4_-2
deletion	0.111	-2	BP4_-2
deletion	0.174	-2	BP4_-2
deletion	0.06	-2	BP4_-2
deletion	0.108	-2	BP4_-2
deletion	0.175	-2	BP4_-2
deletion	0.184	-2	BP4_-2
deletion	0.184	-2	BP4_-2
deletion	0.044	-2	BP4_-2
deletion	0.092	-2	BP4_-2
deletion	0.172	-2	BP4_-2
deletion	0.163	-2	BP4_-2
deletion	0.058	-2	BP4_-2
deletion	0.113	-2	BP4_-2
deletion	0.12	-2	BP4_-2
deletion	0.192	-2	BP4_-2
deletion	0.192	-2	BP4_-2
deletion	0.171	-2	BP4_-2
deletion	0.188	-2	BP4_-2
deletion	0.131	-2	BP4_-2
deletion	0.199	-2	BP4_-2
deletion	0.211	-2	BP4_-2
deletion	0.18	-2	BP4_-2
deletion	0.061	-2	BP4_-2
deletion	0.156	-2	BP4_-2
deletion	0.184	-2	BP4_-2
deletion	0.175	-2	BP4_-2
deletion	0.098	-2	BP4_-2
deletion	0.06	-2	BP4_-2
deletion	0.076	-2	BP4_-2
deletion	0.085	-2	BP4_-2
deletion	0.069	-2	BP4_-2
deletion	0.042	-2	BP4_-2
deletion	0.213	-2	BP4_-2
deletion	0.216	-2	BP4_-2
deletion	0.089	-2	BP4_-2
deletion	0.118	-2	BP4_-2
deletion	0.224	-2	BP4_-2
deletion	0.063	-2	BP4_-2
deletion	0.138	-2	BP4_-2
deletion	0.206	-2	BP4_-2
deletion	0.187	-2	BP4_-2
deletion	0.025	-4	BP4_-4
deletion	0.024	-4	BP4_-4
deletion	0.022	-4	BP4_-4
deletion	0.131	-2	BP4_-2
deletion	0.135	-2	BP4_-2
deletion	0.05	-2	BP4_-2
deletion	0.065	-2	BP4_-2
deletion	0.043	-2	BP4_-2
deletion	0.091	-2	BP4_-2
deletion	0.024	-4	BP4_-4
deletion	0.031	-3	BP4_-3
deletion	0.081	-2	BP4_-2
deletion	0.097	-2	BP4_-2
deletion	0.963	3	PP3_+3
deletion	0.79	1	PP3_+1
deletion	0.864	1	PP3_+1
deletion	0.262	-1	BP4_-1
deletion	0.905	1	PP3_+1
deletion	0.618	0	No-evidence
deletion	0.31	-1	BP4_-1
deletion	0.844	1	PP3_+1
deletion	0.773	1	PP3_+1
deletion	0.808	1	PP3_+1
deletion	0.716	0	No-evidence
deletion	0.697	0	No-evidence
deletion	0.802	1	PP3_+1
deletion	0.42	0	No-evidence
deletion	0.644	0	No-evidence
deletion	0.818	1	PP3_+1
deletion	0.544	0	No-evidence
deletion	0.662	0	No-evidence
deletion	0.198	-2	BP4_-2
deletion	0.903	1	PP3_+1
deletion	0.235	-2	BP4_-2
deletion	0.477	0	No-evidence
deletion	0.204	-2	BP4_-2
deletion	0.065	-2	BP4_-2
deletion	0.102	-2	BP4_-2
deletion	0.127	-2	BP4_-2
deletion	0.139	-2	BP4_-2
deletion	0.055	-2	BP4_-2
deletion	0.217	-2	BP4_-2
deletion	0.157	-2	BP4_-2
deletion	0.159	-2	BP4_-2
deletion	0.622	0	No-evidence
deletion	0.084	-2	BP4_-2
deletion	0.617	0	No-evidence
deletion	0.522	0	No-evidence
deletion	0.631	0	No-evidence
deletion	0.945	2	PP3_+2
deletion	0.905	1	PP3_+1
deletion	0.177	-2	BP4_-2
deletion	0.114	-2	BP4_-2
deletion	0.606	0	No-evidence
deletion	0.058	-2	BP4_-2
deletion	0.054	-2	BP4_-2
deletion	0.073	-2	BP4_-2
deletion	0.969	3	PP3_+3
deletion	0.999	3	PP3_+3
deletion	0.943	2	PP3_+2
deletion	0.697	0	No-evidence
deletion	0.117	-2	BP4_-2
deletion	0.274	-1	BP4_-1
deletion	0.389	0	No-evidence
deletion	0.679	0	No-evidence
deletion	0.771	1	PP3_+1
deletion	0.965	3	PP3_+3
deletion	0.98	3	PP3_+3
deletion	0.95	2	PP3_+2
deletion	0.937	2	PP3_+2
deletion	0.923	2	PP3_+2
deletion	0.967	3	PP3_+3
deletion	0.936	2	PP3_+2
deletion	0.893	1	PP3_+1
deletion	0.807	1	PP3_+1
deletion	0.729	1	PP3_+1
deletion	0.055	-2	BP4_-2
deletion	0.007	-4	BP4_-4
deletion	0.981	3	PP3_+3
deletion	0.951	2	PP3_+2
deletion	0.909	1	PP3_+1
deletion	0.307	-1	BP4_-1
deletion	0.269	-1	BP4_-1
deletion	0.348	0	No-evidence
deletion	0.311	-1	BP4_-1
deletion	0.296	-1	BP4_-1
deletion	0.266	-1	BP4_-1
deletion	0.344	0	No-evidence
deletion	0.688	0	No-evidence
deletion	0.391	0	No-evidence
deletion	0.367	0	No-evidence
deletion	0.182	-2	BP4_-2
deletion	0.12	-2	BP4_-2
deletion	0.642	0	No-evidence
deletion	0.939	2	PP3_+2
deletion	0.843	1	PP3_+1
deletion	0.145	-2	BP4_-2
deletion	0.059	-2	BP4_-2
deletion	0.17	-2	BP4_-2
deletion	0.481	0	No-evidence
deletion	0.148	-2	BP4_-2
deletion	0.919	2	PP3_+2
deletion	0.988	3	PP3_+3
deletion	0.948	2	PP3_+2
deletion	0.848	1	PP3_+1
deletion	0.699	0	No-evidence
deletion	0.709	0	No-evidence
deletion	0.648	0	No-evidence
deletion	0.886	1	PP3_+1
deletion	0.83	1	PP3_+1
deletion	0.85	1	PP3_+1
deletion	0.676	0	No-evidence
deletion	0.188	-2	BP4_-2
deletion	0.266	-1	BP4_-1
deletion	0.737	1	PP3_+1
deletion	0.902	1	PP3_+1
deletion	0.197	-2	BP4_-2
deletion	0.733	1	PP3_+1
deletion	0.607	0	No-evidence
deletion	0.763	1	PP3_+1
deletion	0.852	1	PP3_+1
deletion	0.372	0	No-evidence
deletion	0.391	0	No-evidence
deletion	0.919	2	PP3_+2
deletion	0.977	3	PP3_+3
deletion	0.578	0	No-evidence
deletion	0.817	1	PP3_+1
deletion	0.677	0	No-evidence
deletion	0.339	0	No-evidence
deletion	0.899	1	PP3_+1
deletion	0.895	1	PP3_+1
deletion	0.324	-1	BP4_-1
deletion	0.815	1	PP3_+1
deletion	0.699	0	No-evidence
deletion	0.691	0	No-evidence
deletion	0.085	-2	BP4_-2
deletion	0.318	-1	BP4_-1
deletion	0.023	-4	BP4_-4
deletion	0.761	1	PP3_+1
deletion	0.156	-2	BP4_-2
deletion	0.29	-1	BP4_-1
deletion	0.577	0	No-evidence
deletion	0.5	0	No-evidence
deletion	0.119	-2	BP4_-2
deletion	0.267	-1	BP4_-1
deletion	0.15	-2	BP4_-2
deletion	0.268	-1	BP4_-1
deletion	0.314	-1	BP4_-1
deletion	0.31	-1	BP4_-1
deletion	0.835	1	PP3_+1
deletion	0.8	1	PP3_+1
deletion	0.842	1	PP3_+1
deletion	0.588	0	No-evidence
deletion	0.843	1	PP3_+1
deletion	0.729	1	PP3_+1
deletion	0.762	1	PP3_+1
deletion	0.754	1	PP3_+1
deletion	0.982	3	PP3_+3
deletion	0.893	1	PP3_+1
deletion	0.109	-2	BP4_-2
deletion	0.104	-2	BP4_-2
deletion	0.972	3	PP3_+3
deletion	0.959	3	PP3_+3
deletion	0.339	0	No-evidence
deletion	0.09	-2	BP4_-2
deletion	0.451	0	No-evidence
deletion	0.091	-2	BP4_-2
deletion	0.988	3	PP3_+3
deletion	0.16	-2	BP4_-2
deletion	0.301	-1	BP4_-1
deletion	0.113	-2	BP4_-2
deletion	0.091	-2	BP4_-2
deletion	0.083	-2	BP4_-2
deletion	0.052	-2	BP4_-2
deletion	0.058	-2	BP4_-2
deletion	0.117	-2	BP4_-2
deletion	0.064	-2	BP4_-2
deletion	0.061	-2	BP4_-2
deletion	0.452	0	No-evidence
deletion	0.786	1	PP3_+1
deletion	0.268	-1	BP4_-1
deletion	0.216	-2	BP4_-2
deletion	0.245	-2	BP4_-2
deletion	0.927	2	PP3_+2
deletion	0.821	1	PP3_+1
deletion	0.978	3	PP3_+3
deletion	0.524	0	No-evidence
deletion	0.348	0	No-evidence
deletion	0.357	0	No-evidence
deletion	0.163	-2	BP4_-2
deletion	0.007	-4	BP4_-4
deletion	0.119	-2	BP4_-2
deletion	0.209	-2	BP4_-2
deletion	0.174	-2	BP4_-2
deletion	0.124	-2	BP4_-2
deletion	0.949	2	PP3_+2
deletion	0.98	3	PP3_+3
deletion	0.977	3	PP3_+3
deletion	0.958	3	PP3_+3
deletion	0.926	2	PP3_+2
deletion	0.971	3	PP3_+3
deletion	0.991	3	PP3_+3
deletion	0.975	3	PP3_+3
deletion	0.977	3	PP3_+3
deletion	0.199	-2	BP4_-2
deletion	0.072	-2	BP4_-2
deletion	0.214	-2	BP4_-2
deletion	0.246	-2	BP4_-2
deletion	0.844	1	PP3_+1
deletion	0.76	1	PP3_+1
deletion	0.754	1	PP3_+1
deletion	0.684	0	No-evidence
deletion	0.998	3	PP3_+3
deletion	0.9	1	PP3_+1
deletion	0.949	2	PP3_+2
deletion	0.927	2	PP3_+2
deletion	0.721	0	No-evidence
deletion	0.879	1	PP3_+1
deletion	0.27	-1	BP4_-1
deletion	0.946	2	PP3_+2
deletion	0.731	1	PP3_+1
deletion	0.901	1	PP3_+1
deletion	0.86	1	PP3_+1
deletion	0.996	3	PP3_+3
deletion	0.889	1	PP3_+1
deletion	0.796	1	PP3_+1
deletion	0.051	-2	BP4_-2
deletion	0.937	2	PP3_+2
deletion	0.854	1	PP3_+1
deletion	0.883	1	PP3_+1
deletion	0.102	-2	BP4_-2
deletion	0.79	1	PP3_+1
deletion	0.631	0	No-evidence
deletion	0.923	2	PP3_+2
deletion	0.169	-2	BP4_-2
deletion	0.991	3	PP3_+3
deletion	0.66	0	No-evidence
deletion	0.188	-2	BP4_-2
deletion	0.184	-2	BP4_-2
deletion	0.24	-2	BP4_-2
deletion	0.297	-1	BP4_-1
deletion	0.702	0	No-evidence
deletion	0.126	-2	BP4_-2
deletion	0.112	-2	BP4_-2
deletion	0.127	-2	BP4_-2
deletion	0.085	-2	BP4_-2
deletion	0.841	1	PP3_+1
deletion	0.045	-2	BP4_-2
deletion	0.35	0	No-evidence
deletion	0.786	1	PP3_+1
deletion	0.942	2	PP3_+2
deletion	0.71	0	No-evidence
deletion	0.958	3	PP3_+3
deletion	0.991	3	PP3_+3
deletion	0.977	3	PP3_+3
deletion	0.915	1	PP3_+1
deletion	0.829	1	PP3_+1
deletion	0.005	-4	BP4_-4
deletion	0.039	-3	BP4_-3
deletion	0.199	-2	BP4_-2
deletion	0.276	-1	BP4_-1
deletion	0.188	-2	BP4_-2
deletion	0.059	-2	BP4_-2
deletion	0.107	-2	BP4_-2
deletion	0.025	-4	BP4_-4
deletion	0.028	-3	BP4_-3
deletion	0.022	-4	BP4_-4
deletion	0.054	-2	BP4_-2
deletion	0.024	-4	BP4_-4
deletion	0.046	-2	BP4_-2
deletion	0.011	-4	BP4_-4
deletion	0.019	-4	BP4_-4
deletion	0.018	-4	BP4_-4
deletion	0.072	-2	BP4_-2
deletion	0.093	-2	BP4_-2
deletion	0.941	2	PP3_+2
deletion	0.933	2	PP3_+2
deletion	0.27	-1	BP4_-1
deletion	0.305	-1	BP4_-1
deletion	0.153	-2	BP4_-2
deletion	0.46	0	No-evidence
deletion	0.719	0	No-evidence
deletion	0.786	1	PP3_+1
deletion	0.927	2	PP3_+2
deletion	0.769	1	PP3_+1
deletion	0.899	1	PP3_+1
deletion	0.933	2	PP3_+2
deletion	0.455	0	No-evidence
deletion	0.672	0	No-evidence
deletion	0.966	3	PP3_+3
deletion	0.953	2	PP3_+2
deletion	0.206	-2	BP4_-2
deletion	0.971	3	PP3_+3
deletion	0.844	1	PP3_+1
deletion	0.983	3	PP3_+3
deletion	0.943	2	PP3_+2
deletion	0.932	2	PP3_+2
deletion	0.186	-2	BP4_-2
deletion	0.394	0	No-evidence
deletion	0.078	-2	BP4_-2
deletion	0.685	0	No-evidence
deletion	0.221	-2	BP4_-2
deletion	0.962	3	PP3_+3
deletion	0.043	-2	BP4_-2
deletion	0.005	-4	BP4_-4
deletion	0.2	-2	BP4_-2
deletion	0.258	-2	BP4_-2
deletion	0.26	-1	BP4_-1
deletion	0.26	-1	BP4_-1
deletion	0.008	-4	BP4_-4
deletion	0.007	-4	BP4_-4
deletion	0.325	-1	BP4_-1
deletion	0.593	0	No-evidence
deletion	0.955	2	PP3_+2
deletion	0.928	2	PP3_+2
deletion	0.852	1	PP3_+1
deletion	0.331	0	No-evidence
deletion	0.956	2	PP3_+2
deletion	0.075	-2	BP4_-2
deletion	0.285	-1	BP4_-1
deletion	0.891	1	PP3_+1
deletion	0.899	1	PP3_+1
deletion	0.836	1	PP3_+1
deletion	0.127	-2	BP4_-2
deletion	0.431	0	No-evidence
deletion	0.355	0	No-evidence
deletion	0.102	-2	BP4_-2
deletion	0.907	1	PP3_+1
deletion	0.821	1	PP3_+1
deletion	0.619	0	No-evidence
deletion	0.285	-1	BP4_-1
deletion	0.991	3	PP3_+3
deletion	0.704	0	No-evidence
deletion	0.61	0	No-evidence
deletion	0.83	1	PP3_+1
deletion	0.456	0	No-evidence
deletion	0.779	1	PP3_+1
deletion	0.658	0	No-evidence
deletion	0.965	3	PP3_+3
deletion	0.435	0	No-evidence
deletion	0.213	-2	BP4_-2
deletion	0.237	-2	BP4_-2
deletion	0.346	0	No-evidence
deletion	0.438	0	No-evidence
deletion	0.853	1	PP3_+1
deletion	0.904	1	PP3_+1
deletion	0.659	0	No-evidence
deletion	0.158	-2	BP4_-2
deletion	0.223	-2	BP4_-2
deletion	0.307	-1	BP4_-1
deletion	0.05	-2	BP4_-2
deletion	0.34	0	No-evidence
deletion	0.246	-2	BP4_-2
deletion	0.408	0	No-evidence
deletion	0.339	0	No-evidence
deletion	0.264	-1	BP4_-1
deletion	0.331	0	No-evidence
deletion	0.442	0	No-evidence
deletion	0.389	0	No-evidence
deletion	0.61	0	No-evidence
deletion	0.835	1	PP3_+1
deletion	0.799	1	PP3_+1
deletion	0.975	3	PP3_+3
deletion	0.734	1	PP3_+1
deletion	0.824	1	PP3_+1
deletion	0.924	2	PP3_+2
deletion	0.881	1	PP3_+1
deletion	0.614	0	No-evidence
deletion	0.742	1	PP3_+1
deletion	0.094	-2	BP4_-2
deletion	0.333	0	No-evidence
deletion	0.493	0	No-evidence
deletion	0.252	-2	BP4_-2
deletion	0.257	-2	BP4_-2
deletion	0.193	-2	BP4_-2
deletion	0.16	-2	BP4_-2
deletion	0.153	-2	BP4_-2
deletion	0.84	1	PP3_+1
deletion	0.794	1	PP3_+1
deletion	0.916	2	PP3_+2
deletion	0.357	0	No-evidence
deletion	0.152	-2	BP4_-2
deletion	0.17	-2	BP4_-2
deletion	0.03	-3	BP4_-3
deletion	0.04	-3	BP4_-3
deletion	0.027	-3	BP4_-3
deletion	0.068	-2	BP4_-2
deletion	0.458	0	No-evidence
deletion	0.262	-1	BP4_-1
deletion	0.123	-2	BP4_-2
deletion	0.061	-2	BP4_-2
deletion	0.288	-1	BP4_-1
deletion	0.183	-2	BP4_-2
deletion	0.091	-2	BP4_-2
deletion	0.057	-2	BP4_-2
deletion	0.131	-2	BP4_-2
deletion	0.996	3	PP3_+3
deletion	0.98	3	PP3_+3
deletion	0.96	3	PP3_+3
deletion	0.837	1	PP3_+1
deletion	0.999	3	PP3_+3
deletion	0.839	1	PP3_+1
deletion	0.96	3	PP3_+3
deletion	0.813	1	PP3_+1
deletion	0.761	1	PP3_+1
deletion	0.916	2	PP3_+2
deletion	0.866	1	PP3_+1
deletion	0.797	1	PP3_+1
deletion	0.643	0	No-evidence
deletion	0.622	0	No-evidence
deletion	0.628	0	No-evidence
deletion	0.79	1	PP3_+1
deletion	0.687	0	No-evidence
deletion	0.051	-2	BP4_-2
deletion	0.705	0	No-evidence
deletion	0.298	-1	BP4_-1
deletion	0.644	0	No-evidence
deletion	0.9	1	PP3_+1
deletion	0.745	1	PP3_+1
deletion	0.395	0	No-evidence
deletion	0.331	0	No-evidence
deletion	0.18	-2	BP4_-2
deletion	0.21	-2	BP4_-2
deletion	0.555	0	No-evidence
deletion	0.355	0	No-evidence
deletion	0.23	-2	BP4_-2
deletion	0.731	1	PP3_+1
deletion	0.951	2	PP3_+2
deletion	0.766	1	PP3_+1
deletion	0.17	-2	BP4_-2
deletion	0.287	-1	BP4_-1
deletion	0.965	3	PP3_+3
deletion	0.776	1	PP3_+1
deletion	0.973	3	PP3_+3
deletion	0.974	3	PP3_+3
deletion	0.981	3	PP3_+3
deletion	0.249	-2	BP4_-2
deletion	0.198	-2	BP4_-2
deletion	0.097	-2	BP4_-2
deletion	0.153	-2	BP4_-2
deletion	0.211	-2	BP4_-2
deletion	0.206	-2	BP4_-2
deletion	0.041	-2	BP4_-2
deletion	0.505	0	No-evidence
deletion	0.134	-2	BP4_-2
deletion	0.587	0	No-evidence
deletion	0.846	1	PP3_+1
deletion	0.061	-2	BP4_-2
deletion	0.975	3	PP3_+3
deletion	0.985	3	PP3_+3
deletion	0.716	0	No-evidence
deletion	0.983	3	PP3_+3
deletion	0.526	0	No-evidence
deletion	0.856	1	PP3_+1
deletion	0.918	2	PP3_+2
deletion	0.923	2	PP3_+2
deletion	0.525	0	No-evidence
deletion	0.137	-2	BP4_-2
deletion	0.184	-2	BP4_-2
deletion	0.212	-2	BP4_-2
deletion	0.306	-1	BP4_-1
deletion	0.951	2	PP3_+2
deletion	0.93	2	PP3_+2
deletion	0.659	0	No-evidence
deletion	0.835	1	PP3_+1
deletion	0.908	1	PP3_+1
deletion	0.964	3	PP3_+3
deletion	0.955	2	PP3_+2
deletion	0.905	1	PP3_+1
deletion	0.498	0	No-evidence
deletion	0.067	-2	BP4_-2
deletion	0.165	-2	BP4_-2
deletion	0.388	0	No-evidence
deletion	0.895	1	PP3_+1
deletion	0.781	1	PP3_+1
deletion	0.769	1	PP3_+1
deletion	0.975	3	PP3_+3
deletion	0.261	-1	BP4_-1
deletion	0.582	0	No-evidence
deletion	0.881	1	PP3_+1
deletion	0.827	1	PP3_+1
deletion	0.82	1	PP3_+1
deletion	0.688	0	No-evidence
deletion	0.959	3	PP3_+3
deletion	0.744	1	PP3_+1
deletion	0.158	-2	BP4_-2
deletion	0.142	-2	BP4_-2
deletion	0.107	-2	BP4_-2
deletion	0.433	0	No-evidence
deletion	0.739	1	PP3_+1
deletion	0.186	-2	BP4_-2
deletion	0.625	0	No-evidence
deletion	0.261	-1	BP4_-1
deletion	0.747	1	PP3_+1
deletion	0.058	-2	BP4_-2
deletion	0.071	-2	BP4_-2
deletion	0.229	-2	BP4_-2
deletion	0.233	-2	BP4_-2
deletion	0.293	-1	BP4_-1
deletion	0.299	-1	BP4_-1
deletion	0.52	0	No-evidence
deletion	0.932	2	PP3_+2
deletion	0.839	1	PP3_+1
deletion	0.937	2	PP3_+2
deletion	0.153	-2	BP4_-2
deletion	0.249	-2	BP4_-2
deletion	0.354	0	No-evidence
deletion	0.99	3	PP3_+3
deletion	0.067	-2	BP4_-2
deletion	0.746	1	PP3_+1
deletion	0.756	1	PP3_+1
deletion	0.983	3	PP3_+3
deletion	0.823	1	PP3_+1
deletion	0.985	3	PP3_+3
deletion	0.955	2	PP3_+2
deletion	0.967	3	PP3_+3
deletion	0.647	0	No-evidence
deletion	0.832	1	PP3_+1
deletion	0.98	3	PP3_+3
deletion	0.737	1	PP3_+1
deletion	0.508	0	No-evidence
deletion	0.972	3	PP3_+3
deletion	0.934	2	PP3_+2
deletion	0.933	2	PP3_+2
deletion	0.873	1	PP3_+1
deletion	0.887	1	PP3_+1
deletion	0.867	1	PP3_+1
deletion	0.954	2	PP3_+2
deletion	0.94	2	PP3_+2
deletion	0.873	1	PP3_+1
deletion	0.2	-2	BP4_-2
deletion	0.236	-2	BP4_-2
deletion	0.302	-1	BP4_-1
deletion	0.325	-1	BP4_-1
deletion	0.058	-2	BP4_-2
deletion	0.065	-2	BP4_-2
deletion	0.616	0	No-evidence
deletion	0.367	0	No-evidence
deletion	0.061	-2	BP4_-2
deletion	0.222	-2	BP4_-2
deletion	0.886	1	PP3_+1
deletion	0.769	1	PP3_+1
deletion	0.899	1	PP3_+1
deletion	0.824	1	PP3_+1
deletion	0.953	2	PP3_+2
deletion	0.092	-2	BP4_-2
deletion	0.923	2	PP3_+2
deletion	0.711	0	No-evidence
deletion	0.471	0	No-evidence
deletion	0.655	0	No-evidence
deletion	0.519	0	No-evidence
deletion	0.574	0	No-evidence
deletion	0.714	0	No-evidence
deletion	0.176	-2	BP4_-2
deletion	0.182	-2	BP4_-2
deletion	0.103	-2	BP4_-2
deletion	0.878	1	PP3_+1
deletion	0.671	0	No-evidence
deletion	0.612	0	No-evidence
deletion	0.941	2	PP3_+2
deletion	0.363	0	No-evidence
deletion	0.736	1	PP3_+1
deletion	0.596	0	No-evidence
deletion	0.697	0	No-evidence
deletion	0.829	1	PP3_+1
deletion	0.931	2	PP3_+2
deletion	0.975	3	PP3_+3
deletion	0	-4	BP4_-4
deletion	0.001	-4	BP4_-4
deletion	0.002	-4	BP4_-4
deletion	0.006	-4	BP4_-4
deletion	0.213	-2	BP4_-2
deletion	0.908	1	PP3_+1
deletion	0.829	1	PP3_+1
deletion	0.949	2	PP3_+2
deletion	0.023	-4	BP4_-4
deletion	0.261	-1	BP4_-1
deletion	0.087	-2	BP4_-2
deletion	0.068	-2	BP4_-2
deletion	0.242	-2	BP4_-2
deletion	0.947	2	PP3_+2
deletion	0.462	0	No-evidence
deletion	0.284	-1	BP4_-1
deletion	0.445	0	No-evidence
deletion	0.288	-1	BP4_-1
deletion	0.195	-2	BP4_-2
deletion	0.661	0	No-evidence
deletion	0.545	0	No-evidence
deletion	0.186	-2	BP4_-2
deletion	0.939	2	PP3_+2
deletion	0.905	1	PP3_+1
deletion	0.933	2	PP3_+2
deletion	0.017	-4	BP4_-4
deletion	0.874	1	PP3_+1
deletion	0.787	1	PP3_+1
deletion	0.711	0	No-evidence
deletion	0.88	1	PP3_+1
deletion	0.886	1	PP3_+1
deletion	0.347	0	No-evidence
deletion	0.106	-2	BP4_-2
deletion	0.093	-2	BP4_-2
deletion	0.009	-4	BP4_-4
deletion	0.812	1	PP3_+1
deletion	0.628	0	No-evidence
deletion	0.638	0	No-evidence
deletion	0.744	1	PP3_+1
deletion	0.566	0	No-evidence
deletion	0.441	0	No-evidence
deletion	0.073	-2	BP4_-2
deletion	0.815	1	PP3_+1
deletion	0.963	3	PP3_+3
deletion	0.996	3	PP3_+3
deletion	0.811	1	PP3_+1
deletion	0.983	3	PP3_+3
deletion	0.861	1	PP3_+1
deletion	0.966	3	PP3_+3
deletion	0.936	2	PP3_+2
deletion	0.941	2	PP3_+2
deletion	0.902	1	PP3_+1
deletion	0.113	-2	BP4_-2
deletion	0.999	3	PP3_+3
deletion	0.986	3	PP3_+3
deletion	0.383	0	No-evidence
deletion	0.16	-2	BP4_-2
deletion	0.431	0	No-evidence
deletion	0.162	-2	BP4_-2
deletion	0.103	-2	BP4_-2
deletion	0.922	2	PP3_+2
deletion	0.346	0	No-evidence
deletion	0.424	0	No-evidence
deletion	0.905	1	PP3_+1
deletion	0.859	1	PP3_+1
deletion	0.122	-2	BP4_-2
deletion	0.342	0	No-evidence
deletion	0.835	1	PP3_+1
deletion	0.274	-1	BP4_-1
deletion	0.997	3	PP3_+3
deletion	0.966	3	PP3_+3
deletion	0.919	2	PP3_+2
deletion	0.784	1	PP3_+1
deletion	0.937	2	PP3_+2
deletion	0.911	1	PP3_+1
deletion	0.841	1	PP3_+1
deletion	0.894	1	PP3_+1
deletion	0.363	0	No-evidence
deletion	0.778	1	PP3_+1
deletion	0.777	1	PP3_+1
deletion	0.935	2	PP3_+2
deletion	0.661	0	No-evidence
deletion	0.956	2	PP3_+2
deletion	0.922	2	PP3_+2
deletion	0.886	1	PP3_+1
deletion	0.237	-2	BP4_-2
deletion	0.874	1	PP3_+1
deletion	0.596	0	No-evidence
deletion	0.954	2	PP3_+2
deletion	0.922	2	PP3_+2
deletion	0.1	-2	BP4_-2
deletion	0.952	2	PP3_+2
deletion	0.912	1	PP3_+1
deletion	0.899	1	PP3_+1
deletion	0.96	3	PP3_+3
deletion	0.011	-4	BP4_-4
deletion	0.015	-4	BP4_-4
deletion	0.018	-4	BP4_-4
deletion	0.059	-2	BP4_-2
deletion	0.258	-2	BP4_-2
deletion	0.755	1	PP3_+1
deletion	0.456	0	No-evidence
deletion	0.084	-2	BP4_-2
deletion	0.093	-2	BP4_-2
deletion	0.033	-3	BP4_-3
deletion	0.056	-2	BP4_-2
deletion	0.054	-2	BP4_-2
deletion	0.504	0	No-evidence
deletion	0.125	-2	BP4_-2
deletion	0.035	-3	BP4_-3
deletion	0.982	3	PP3_+3
deletion	0.336	0	No-evidence
deletion	0.044	-2	BP4_-2
deletion	0.966	3	PP3_+3
deletion	0.992	3	PP3_+3
deletion	0.644	0	No-evidence
deletion	0.818	1	PP3_+1
deletion	0.336	0	No-evidence
deletion	0.192	-2	BP4_-2
deletion	0.415	0	No-evidence
deletion	0.422	0	No-evidence
deletion	0.939	2	PP3_+2
deletion	0.985	3	PP3_+3
deletion	0.917	2	PP3_+2
deletion	0.098	-2	BP4_-2
deletion	0.988	3	PP3_+3
deletion	0.972	3	PP3_+3
deletion	0.995	3	PP3_+3
deletion	0.972	3	PP3_+3
deletion	0.092	-2	BP4_-2
deletion	0.347	0	No-evidence
deletion	0.135	-2	BP4_-2
deletion	0.267	-1	BP4_-1
deletion	0.783	1	PP3_+1
deletion	0.978	3	PP3_+3
deletion	0.846	1	PP3_+1
